Id,SalePrice
1665,304767.860864
1666,344310.349887
1667,395250.698683
1668,340167.320812
1669,302046.852979
1670,353004.358203
1671,274975.508278
1672,432399.283769
1673,296833.628043
1674,247055.543013
1675,198835.242556
1676,196647.710146
1677,226114.587223
1678,456076.096044
1679,404231.493467
1680,339225.132403
1681,249024.410772
1682,322153.987876
1683,187646.583932
1684,175366.291648
1685,171257.775778
1686,166617.144714
1687,168150.516408
1688,189204.376178
1689,194979.284939
1690,198279.218824
1691,186025.353005
1692,259714.794456
1693,172162.872434
1694,186196.149195
1695,162945.146411
1696,268934.898651
1697,170533.956896
1698,355028.215788
1699,312543.085338
1700,257292.402773
1701,274411.847395
1702,246357.794922
1703,248152.131853
1704,288175.522605
1705,242825.444802
1706,440019.080203
1707,209845.38794
1708,203305.033664
1709,261268.724531
1710,221760.869799
1711,267614.230687
1712,258307.041547
1713,273027.618956
1714,224974.143166
1715,209262.28855
1716,181624.336847
1717,174858.361964
1718,132876.59655
1719,205513.068989
1720,234542.661172
1721,166669.809684
1722,128537.228606
1723,158528.117354
1724,197586.795712
1725,232228.509806
1726,183757.183269
1727,151138.543967
1728,178271.987035
1729,165338.18538
1730,156368.494156
1731,118025.080943
1732,126777.813048
1733,113930.932528
1734,117394.366761
1735,130495.293885
1736,107096.342844
1737,309296.903173
1738,246480.781526
1739,244701.782886
1740,212093.195285
1741,185527.166614
1742,170818.085258
1743,176227.305816
1744,316472.605633
1745,215853.175315
1746,189144.699656
1747,218391.085929
1748,221443.095254
1749,146597.900941
1750,123800.351922
1751,244843.368533
1752,116402.741397
1753,147823.831568
1754,191846.910623
1755,166374.514457
1756,127206.989839
1757,119380.659416
1758,147463.043422
1759,161631.636792
1760,162893.671105
1761,139816.147418
1762,176057.483983
1763,180859.625255
1764,114035.00061
1765,171667.481241
1766,184321.172625
1767,217793.341941
1768,147271.05107
1769,169585.176895
1770,150114.314535
1771,117082.365801
1772,134814.936682
1773,123476.084505
1774,142242.900832
1775,141197.458834
1776,124128.961798
1777,104908.540042
1778,140444.575385
1779,117523.805033
1780,183793.83735
1781,128190.554747
1782,81563.3367417
1783,143707.589167
1784,107144.299581
1785,122100.106456
1786,132023.55209
1787,160720.283473
1788,56562.0663332
1789,99005.3455049
1790,75522.8632073
1791,178985.879219
1792,158836.412736
1793,128002.955967
1794,150794.491846
1795,137612.289321
1796,125221.627347
1797,111520.197994
1798,119314.126306
1799,110115.290325
1800,128357.703212
1801,131300.654236
1802,131861.403307
1803,146913.702414
1804,142615.900364
1805,137926.094003
1806,128379.34909
1807,129795.555551
1808,123885.640954
1809,122252.283716
1810,137566.816299
1811,88987.3769815
1812,96682.6341685
1813,125674.207939
1814,88575.4281998
1815,52203.717144
1816,95475.0605895
1817,107489.844879
1818,152449.659826
1819,127189.619439
1820,61768.3444848
1821,106869.588377
1822,150270.283919
1823,47299.3369785
1824,127907.718477
1825,134751.942707
1826,105102.978712
1827,98790.3116278
1828,131479.597933
1829,112538.198503
1830,143742.630321
1831,142267.284623
1832,76687.4764357
1833,132973.617198
1834,120805.869423
1835,124553.622617
1836,122411.354617
1837,82565.0416442
1838,129761.694863
1839,92328.2551384
1840,140795.857152
1841,140421.870538
1842,85877.7807788
1843,124316.524211
1844,135530.469559
1845,140218.612461
1846,148760.552209
1847,174431.865524
1848,51085.5228789
1849,108596.172219
1850,116482.271295
1851,161445.450748
1852,123582.98619
1853,125965.288787
1854,162772.707299
1855,145647.521878
1856,220505.8453
1857,148722.526158
1858,133454.141962
1859,116926.095828
1860,144525.357638
1861,116137.439474
1862,290389.179631
1863,275686.683313
1864,275783.830422
1865,333064.402843
1866,324029.443056
1867,223051.297569
1868,294140.416635
1869,203936.200203
1870,221020.744273
1871,247654.731385
1872,171669.495995
1873,243193.182365
1874,152676.974424
1875,204041.261559
1876,196969.585342
1877,211435.880796
1878,199024.70768
1879,129386.068768
1880,133674.018222
1881,243752.5773
1882,246363.775668
1883,186371.982838
1884,206947.442752
1885,244030.009749
1886,292147.534083
1887,210236.53168
1888,263482.544344
1889,167240.179387
1890,123121.056347
1891,139520.366677
1892,97895.0513774
1893,132131.511141
1894,126563.008095
1895,139644.467771
1896,127723.13363
1897,111262.967309
1898,113548.475087
1899,162697.893835
1900,154833.581577
1901,165572.052552
1902,156072.43572
1903,217848.879183
1904,135640.745776
1905,201504.591002
1906,154734.68906
1907,214401.265485
1908,109596.738215
1909,129324.078115
1910,118823.046083
1911,213804.826328
1912,330350.894567
1913,143237.243391
1914,63391.8147407
1915,309639.90926
1916,63582.1098126
1917,249545.353298
1918,140972.661162
1919,179581.725656
1920,152685.932681
1921,398587.297838
1922,318047.496248
1923,229475.436797
1924,236313.28688
1925,202245.190178
1926,389046.992129
1927,137438.95568
1928,149069.94784
1929,125433.713999
1930,130451.310885
1931,142665.353884
1932,144887.10299
1933,185164.052846
1934,181399.851169
1935,168409.087066
1936,196133.606339
1937,181429.790184
1938,168218.408587
1939,254513.622263
1940,187927.72733
1941,170327.435706
1942,181089.560582
1943,212324.054483
1944,357979.683576
1945,388282.066879
1946,142459.687465
1947,313967.061822
1948,168877.834905
1949,242167.372
1950,187144.852517
1951,255679.990031
1952,213370.205884
1953,165578.806593
1954,182777.167357
1955,141230.534511
1956,295385.525906
1957,151318.058708
1958,292962.151661
1959,145973.135271
1960,114353.123794
1961,117773.043838
1962,96990.9164014
1963,105294.058565
1964,107501.599045
1965,143889.054982
1966,133099.012484
1967,295884.19008
1968,436577.993059
1969,400588.023428
1970,430233.583115
1971,465460.343233
1972,373389.259558
1973,276413.080314
1974,335056.443738
1975,517003.180559
1976,277203.49809
1977,364171.270312
1978,373398.606098
1979,328423.470969
1980,207805.147941
1981,348308.974542
1982,224100.740642
1983,207828.445442
1984,174306.504036
1985,220389.275027
1986,213434.302716
1987,180849.022987
1988,175113.82697
1989,192892.198631
1990,210123.491197
1991,236549.106007
1992,213647.367777
1993,169652.385421
1994,234778.446136
1995,190510.124775
1996,252275.702184
1997,320536.126404
1998,329491.605824
1999,279761.463273
2000,323239.081113
2001,273927.081618
2002,252083.949103
2003,263392.032627
2004,287532.902527
2005,230852.322164
2006,223691.957804
2007,244481.497306
2008,216428.745118
2009,190745.019988
2010,189765.842326
2011,142873.675383
2012,170160.60952
2013,177448.049599
2014,180996.601573
2015,200263.613604
2016,190126.748927
2017,195284.129461
2018,117813.650411
2019,132253.346473
2020,108649.509784
2021,97624.8381892
2022,181104.338631
2023,138395.226861
2024,267624.740174
2025,364194.900763
2026,173903.709176
2027,155088.684665
2028,150230.242434
2029,167250.835181
2030,264584.763373
2031,230712.299635
2032,249706.781806
2033,254941.10997
2034,171085.661408
2035,225687.381376
2036,200813.69287
2037,203929.378048
2038,300761.325983
2039,221288.459257
2040,287249.275903
2041,300404.697176
2042,210364.561708
2043,176786.42954
2044,165728.191795
2045,215265.509568
2046,146091.095175
2047,144915.93897
2048,140608.828747
2049,142734.740051
2050,179633.913062
2051,104280.646691
2052,123855.443394
2053,151190.476755
2054,90230.0701784
2055,152123.623748
2056,146909.302818
2057,115406.159137
2058,212825.214296
2059,135733.407397
2060,177647.18146
2061,173622.210927
2062,129509.755821
2063,118555.937626
2064,143703.31386
2065,118602.039643
2066,159912.187947
2067,112106.2464
2068,145829.518957
2069,84624.9716363
2070,114406.679387
2071,94353.1203228
2072,128657.600842
2073,136231.276564
2074,183763.728573
2075,149683.454268
2076,114026.113425
2077,157082.835882
2078,124085.939791
2079,134381.809253
2080,120383.470547
2081,124661.43345
2082,120530.900507
2083,145234.240366
2084,109158.114343
2085,119782.866979
2086,113607.849556
2087,128781.978911
2088,94568.1304888
2089,75116.4802778
2090,127473.394133
2091,113262.824241
2092,123566.769673
2093,117342.48042
2094,108957.505467
2095,146356.872325
2096,80741.3695197
2097,95899.8641196
2098,146049.013087
2099,53331.7538887
2100,74260.939622
2101,108436.01967
2102,130780.65918
2103,105637.38317
2104,141148.173425
2105,125495.64158
2106,60330.9625937
2107,198765.045589
2108,111838.924784
2109,112048.379881
2110,131055.209838
2111,143917.491822
2112,134940.722222
2113,126183.810262
2114,122769.064857
2115,166571.041638
2116,119061.377275
2117,154581.160717
2118,126481.553117
2119,116108.744335
2120,115509.078734
2121,87536.2205991
2122,113885.306078
2123,84391.853795
2124,156006.193684
2125,123480.486722
2126,141223.141219
2127,162796.363648
2128,126891.971563
2129,90995.2715215
2130,132948.557421
2131,141414.511366
2132,115952.287746
2133,124313.177141
2134,113710.081002
2135,89637.0516946
2136,74463.4135451
2137,105969.335636
2138,134876.035341
2139,146941.671348
2140,137899.219492
2141,152013.654197
2142,125078.520024
2143,136223.242847
2144,115487.281594
2145,139146.901673
2146,165169.324614
2147,144920.480936
2148,137416.968446
2149,147719.59042
2150,240326.162902
2151,111551.92131
2152,175483.864488
2153,163638.650337
2154,105072.227903
2155,142849.200774
2156,246376.410622
2157,226914.942342
2158,233069.012688
2159,206869.639404
2160,180014.064954
2161,234744.068546
2162,379407.214501
2163,340038.666672
2164,242735.915785
2165,209743.510542
2166,156103.653583
2167,226530.100903
2168,196195.087066
2169,198433.986437
2170,217198.23743
2171,154414.201013
2172,128687.22739
2173,164849.238948
2174,226410.658232
2175,282895.678887
2176,310499.55371
2177,235514.490117
2178,210184.510734
2179,137129.768864
2180,218113.015754
2181,190504.591839
2182,218513.051451
2183,190184.661944
2184,119538.639742
2185,127119.943627
2186,146464.747131
2187,153534.254078
2188,155932.766555
2189,257829.28514
2190,79857.9429229
2191,83505.6608403
2192,92623.2398595
2193,109298.910158
2194,108262.79119
2195,110517.294653
2196,104965.943734
2197,122018.030651
2198,162988.427048
2199,174661.87111
2200,147768.530474
2201,147218.15368
2202,215337.677804
2203,140483.262452
2204,183514.026971
2205,124087.520081
2206,140862.841837
2207,201613.954936
2208,266826.149209
2209,236443.901292
2210,116778.542538
2211,112799.782971
2212,118742.671158
2213,107366.113415
2214,126259.314574
2215,103409.07291
2216,144700.913042
2217,53457.2330216
2218,88869.2573294
2219,78882.3352362
2220,73610.1215602
2221,308899.817699
2222,279433.077869
2223,274875.388423
2224,206086.135377
2225,119536.216702
2226,190975.366724
2227,203252.931879
2228,269980.359106
2229,257060.611475
2230,155337.51307
2231,214773.18906
2232,180752.236652
2233,185273.482495
2234,245814.958675
2235,227819.937852
2236,264582.367299
2237,325832.173034
2238,194061.41981
2239,111482.517725
2240,159235.733924
2241,153949.722615
2242,121101.176408
2243,131134.588436
2244,105040.25398
2245,100707.983861
2246,149292.560431
2247,112085.241804
2248,124501.129099
2249,121073.726707
2250,132320.863214
2251,106370.811068
2252,171391.703588
2253,151917.634956
2254,170680.37349
2255,182110.094825
2256,175108.427681
2257,200923.617759
2258,159317.476043
2259,175314.896243
2260,143407.700689
2261,191650.127196
2262,210181.601789
2263,363317.739298
2264,472284.491018
2265,164800.373221
2266,294411.647723
2267,376737.511864
2268,416797.243299
2269,145170.98624
2270,194636.349452
2271,217418.159304
2272,199903.580489
2273,164243.724494
2274,178594.294171
2275,156084.662486
2276,192105.739393
2277,182872.240167
2278,144104.541553
2279,123893.708461
2280,123917.951759
2281,160444.984308
2282,179887.570358
2283,108103.250617
2284,114794.03029
2285,140472.294602
2286,121809.78857
2287,375068.738214
2288,279050.362592
2289,394330.349135
2290,476418.365903
2291,330849.766744
2292,441591.33814
2293,481469.582248
2294,414490.772125
2295,473335.427568
2296,308499.875395
2297,346174.882322
2298,348213.402155
2299,363305.661706
2300,336038.99654
2301,311180.155079
2302,256366.116691
2303,248397.986644
2304,255299.337039
2305,197007.223372
2306,193679.099594
2307,201940.713291
2308,233893.889661
2309,287509.309111
2310,216508.945426
2311,206600.696141
2312,177705.755676
2313,171855.98899
2314,174070.480181
2315,178950.476381
2316,187374.136554
2317,187125.74822
2318,178967.081263
2319,182533.770294
2320,182428.632763
2321,237438.418458
2322,176229.928189
2323,191412.918138
2324,175163.7122
2325,212930.61718
2326,173185.93254
2327,202858.110361
2328,223731.900819
2329,191945.363271
2330,181322.367503
2331,361945.21438
2332,393749.351229
2333,324899.464719
2334,260046.791385
2335,282421.831536
2336,319046.1619
2337,202877.048111
2338,278266.782723
2339,223403.70891
2340,403006.798724
2341,225722.888425
2342,240642.433383
2343,233297.717692
2344,220940.357237
2345,240320.10253
2346,215910.210189
2347,197771.186033
2348,247001.663172
2349,180131.257489
2350,307008.696088
2351,263601.498234
2352,250321.15414
2353,239282.578745
2354,136352.24032
2355,142893.284547
2356,155313.565208
2357,186078.617962
2358,196631.405254
2359,133507.538971
2360,111684.956933
2361,146939.04718
2362,268238.619394
2363,137239.636361
2364,153196.787783
2365,219235.046885
2366,189531.782199
2367,222987.206804
2368,212609.007445
2369,219528.965696
2370,167085.558168
2371,164974.551443
2372,192587.024613
2373,278704.877587
2374,321580.433938
2375,246569.947503
2376,294641.80745
2377,351318.552413
2378,143818.496082
2379,201345.806454
2380,147408.412749
2381,166089.490942
2382,207460.260658
2383,202573.09078
2384,240389.479669
2385,164229.411875
2386,134359.988345
2387,135044.118415
2388,105257.010929
2389,121332.643823
2390,147260.605527
2391,146355.548921
2392,117774.883522
2393,169274.738192
2394,144339.845321
2395,204506.193024
2396,143699.596776
2397,223663.821447
2398,127078.205141
2399,59159.3491764
2400,57873.6287725
2401,115801.283752
2402,137508.827725
2403,146698.598416
2404,152895.903903
2405,158740.38282
2406,142006.965377
2407,124807.929667
2408,153763.161473
2409,124336.418571
2410,167345.439652
2411,115571.718395
2412,156235.953758
2413,131035.897045
2414,153051.605521
2415,133501.180701
2416,126502.218349
2417,134633.846742
2418,133100.191582
2419,127079.512982
2420,122319.723746
2421,148545.594662
2422,108983.956422
2423,120429.997885
2424,154957.284652
2425,187066.070489
2426,127355.546852
2427,133004.250804
2428,173092.9689
2429,111920.181898
2430,131169.830254
2431,107308.523969
2432,144902.722428
2433,141196.194129
2434,135845.877693
2435,150299.039199
2436,107757.659686
2437,107660.559993
2438,121660.342725
2439,107170.119147
2440,120412.217333
2441,91823.4563645
2442,96373.8312034
2443,126016.956213
2444,131814.4291
2445,90064.9457822
2446,140484.027417
2447,184939.17069
2448,127086.018206
2449,111714.178063
2450,148682.447882
2451,131262.163472
2452,193002.365991
2453,94677.9000939
2454,122471.95154
2455,114071.665971
2456,136505.487517
2457,133661.858892
2458,125910.012091
2459,111811.015923
2460,134727.383386
2461,130046.485278
2462,138019.913582
2463,125975.854634
2464,182553.881765
2465,139648.152432
2466,109796.028146
2467,129961.70982
2468,78156.4448063
2469,78108.8541528
2470,182782.039227
2471,210129.612624
2472,160877.724022
2473,109936.179793
2474,67676.3024595
2475,212910.176413
2476,118590.421845
2477,125290.146506
2478,145276.90175
2479,102542.926359
2480,147775.38232
2481,119873.946449
2482,123790.605975
2483,109131.75189
2484,120015.228057
2485,127115.160951
2486,145353.510151
2487,166717.946306
2488,162135.91299
2489,145548.682319
2490,139781.97618
2491,91479.3746865
2492,193887.384086
2493,160357.267796
2494,147873.378675
2495,89630.8087416
2496,248631.754256
2497,157921.061715
2498,107919.298847
2499,86776.1229989
2500,120684.484923
2501,141790.60441
2502,147168.698854
2503,94153.3517883
2504,164470.138539
2505,220876.086863
2506,249225.899565
2507,284310.716837
2508,249381.158929
2509,212247.1023
2510,216836.18105
2511,173243.364396
2512,206903.596676
2513,217007.635636
2514,257501.904534
2515,148921.55479
2516,173532.568444
2517,149289.656874
2518,158524.54766
2519,231563.771608
2520,210977.510244
2521,186131.811885
2522,222497.003313
2523,117686.87662
2524,138643.602492
2525,149993.802577
2526,138986.125351
2527,118747.776697
2528,126448.841975
2529,135624.675793
2530,124838.970761
2531,258860.400851
2532,224982.615659
2533,192719.803396
2534,229396.778209
2535,299796.975186
2536,232231.185192
2537,237566.694225
2538,185686.311112
2539,189004.666981
2540,178662.125084
2541,184105.523236
2542,166187.001618
2543,122886.546217
2544,122095.615412
2545,139075.143462
2546,127232.513511
2547,138322.264398
2548,152877.409564
2549,158415.735906
2550,675983.439856
2551,142233.707854
2552,125003.719618
2553,76629.4291349
2554,96812.7666854
2555,119247.39327
2556,99574.0348884
2557,105053.073284
2558,138194.792705
2559,143384.277215
2560,150278.685289
2561,146062.62474
2562,141023.207411
2563,149409.865283
2564,203450.202002
2565,138003.941212
2566,162794.237676
2567,137632.22512
2568,198967.943195
2569,216891.866987
2570,115339.023665
2571,195886.691258
2572,148041.749141
2573,229036.576672
2574,302317.470272
2575,133319.563356
2576,118545.502192
2577,133909.654206
2578,84986.8729806
2579,61850.6335007
2580,103896.554595
2581,111202.68056
2582,113117.127799
2583,290877.434452
2584,176105.069821
2585,181413.994593
2586,224303.077759
2587,199733.786423
2588,141012.719568
2589,149471.359104
2590,207505.085422
2591,232863.126054
2592,219275.603445
2593,253047.099984
2594,190759.23247
2595,203341.907296
2596,301946.257106
2597,187419.291858
2598,285200.462332
2599,330077.824249
2600,145099.925982
2601,142884.983949
2602,86101.6455983
2603,94773.2426772
2604,92583.9956959
2605,82373.0198519
2606,149403.369557
2607,200418.39729
2608,200539.753311
2609,171841.150486
2610,109112.966468
2611,122402.288339
2612,159812.303671
2613,133283.525954
2614,125110.089504
2615,157039.251841
2616,143765.390361
2617,184604.847737
2618,196422.378583
2619,197190.773766
2620,189007.088051
2621,173008.866275
2622,181923.814277
2623,236206.324479
2624,301352.76586
2625,309019.096109
2626,169775.992037
2627,164636.864298
2628,456799.520733
2629,471681.696582
2630,370522.32233
2631,479968.399643
2632,399747.203802
2633,305468.303944
2634,423534.98343
2635,157525.933523
2636,181099.066002
2637,184671.072302
2638,264068.206732
2639,184179.588699
2640,153035.87932
2641,103128.985222
2642,185433.997033
2643,103089.04969
2644,122906.104397
2645,112355.524235
2646,98123.7604593
2647,105160.194174
2648,140055.913226
2649,154163.964675
2650,137303.408917
2651,139398.440652
2652,428110.152342
2653,256919.258147
2654,256253.354785
2655,408988.324328
2656,324844.343888
2657,366385.120039
2658,321280.147157
2659,317205.182485
2660,365999.042268
2661,358449.244246
2662,373386.752578
2663,294149.385965
2664,274342.352029
2665,329780.459002
2666,292646.335947
2667,167301.537961
2668,182919.440388
2669,179339.180367
2670,268217.243146
2671,188287.165471
2672,193258.199418
2673,202263.781111
2674,200076.28536
2675,173721.353687
2676,191285.988412
2677,197197.689763
2678,243350.794847
2679,275319.422933
2680,289861.652775
2681,396586.757334
2682,322990.680586
2683,479177.651911
2684,324895.992746
2685,327827.898336
2686,266689.292828
2687,328449.655659
2688,224452.20915
2689,209475.804268
2690,433250.449922
2691,186984.853844
2692,138232.840281
2693,192646.744015
2694,139548.696709
2695,190826.259478
2696,180945.284161
2697,185240.945994
2698,186350.458531
2699,171781.19013
2700,158101.138416
2701,155381.095057
2702,113857.932807
2703,124370.362533
2704,138492.560524
2705,115320.144265
2706,112646.333702
2707,125550.790273
2708,129851.974264
2709,105475.236639
2710,124421.9875
2711,290811.137074
2712,382784.680681
2713,169174.515849
2714,149803.24139
2715,170088.243292
2716,144737.007196
2717,196458.684977
2718,222822.56602
2719,157465.988936
2720,173817.998174
2721,133524.227194
2722,161068.97293
2723,136341.5609
2724,128194.66395
2725,132517.048678
2726,149932.552063
2727,175360.551373
2728,178307.91987
2729,149813.492119
2730,153797.65298
2731,128291.084708
2732,133320.23529
2733,157519.834209
2734,151451.750235
2735,141180.854987
2736,143789.618793
2737,120009.984977
2738,137722.345904
2739,158622.754855
2740,137105.260006
2741,142892.749185
2742,154048.035605
2743,156970.265596
2744,160093.840699
2745,141097.575683
2746,135684.57949
2747,149663.136132
2748,127778.256086
2749,128532.730069
2750,132907.233129
2751,132368.324038
2752,196427.466425
2753,146345.927064
2754,201056.53203
2755,134813.714535
2756,92325.3839992
2757,66128.7650072
2758,84249.0316764
2759,154273.123204
2760,118123.590667
2761,143442.069708
2762,145620.582967
2763,180177.803517
2764,152616.899998
2765,289381.255289
2766,138529.161461
2767,85802.652971
2768,131512.138251
2769,131971.464154
2770,140714.512358
2771,107983.047402
2772,114130.38321
2773,166166.186679
2774,145144.580076
2775,116222.213276
2776,141789.423923
2777,154366.163425
2778,104922.991618
2779,122252.180114
2780,96615.0617549
2781,95949.7901428
2782,96669.6775733
2783,93805.67948
2784,124985.610039
2785,137085.390868
2786,64333.3919183
2787,130001.856271
2788,72734.733209
2789,169085.706308
2790,94079.4217614
2791,114454.315872
2792,58128.6322518
2793,164745.756319
2794,91958.0251953
2795,124950.696374
2796,94784.2511344
2797,199796.460702
2798,99036.4738432
2799,112463.335637
2800,65988.904575
2801,101527.476187
2802,128173.538013
2803,162193.568266
2804,133913.523709
2805,105871.613393
2806,84580.6897176
2807,160244.427915
2808,142356.815514
2809,135205.253681
2810,126375.68849
2811,154330.147016
2812,154743.906331
2813,157912.7298
2814,158447.357776
2815,92049.2921211
2816,237492.495707
2817,154996.002867
2818,130872.657628
2819,175823.609477
2820,142594.994486
2821,102538.000378
2822,193909.325178
2823,299311.134825
2824,179633.466614
2825,145961.864088
2826,134878.716342
2827,139063.882459
2828,210143.169654
2829,200326.699713
2830,225077.935153
2831,172747.538497
2832,253342.131921
2833,295670.973655
2834,223183.221352
2835,220507.362029
2836,189570.212185
2837,157818.543446
2838,153231.310869
2839,175422.73833
2840,204751.5623
2841,204763.192691
2842,228696.237353
2843,151813.761329
2844,166931.940829
2845,125988.059488
2846,208027.641249
2847,200438.086833
2848,219291.551804
2849,197351.44049
2850,274184.193922
2851,222175.82185
2852,234222.156194
2853,237851.257545
2854,139347.355636
2855,200790.950416
2856,200557.558535
2857,186590.670619
2858,205835.513544
2859,119327.45603
2860,128533.037145
2861,127047.677233
2862,191515.138701
2863,125557.214601
2864,235976.228565
2865,141707.649616
2866,143109.489513
2867,101040.125052
2868,97201.873668
2869,102792.185892
2870,124498.561827
2871,82771.352997
2872,51741.4122667
2873,101460.724764
2874,136884.634066
2875,116315.617107
2876,166745.544284
2877,146349.757744
2878,165686.720721
2879,138597.948637
2880,104800.193287
2881,150678.336099
2882,178629.580474
2883,200652.888279
2884,203603.216489
2885,190580.395989
2886,241244.439367
2887,89583.5651028
2888,139919.261795
2889,57744.6567436
2890,74155.7051055
2891,135240.661076
2892,49841.9496268
2893,80134.6809405
2894,60700.1704247
2895,333386.673375
2896,284998.499943
2897,202812.832899
2898,152573.319194
2899,212019.258758
2900,160383.581685
2901,204744.342035
2902,198735.288404
2903,335422.820402
2904,351194.555485
2905,91146.0593309
2906,198474.030719
2907,112503.670953
2908,133756.896924
2909,154893.601033
2910,79315.9133304
2911,84377.8514421
2912,146160.712383
2913,83002.9220883
2914,81405.0512966
2915,91102.7067741
2916,83756.7524345
2917,168608.165844
2918,120439.635117
2919,210961.275189
